OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,LineTotal
145,5934,33,8,1564.08,12512.64
146,8647,75,1,522.27,522.27
147,8105,186,1,1584.3,1584.3
148,5215,260,8,533.74,4269.92
149,3308,106,2,171.95,343.9
150,14949,286,7,1783.16,12482.12
151,4103,28,1,1462.31,1462.31
152,6533,387,6,465.65,2793.8999999999996
153,10164,47,5,643.71,3218.55
154,7293,276,8,500.04,4000.32
155,12965,92,8,1488.81,11910.48
156,14140,357,3,75.17,225.51
157,5412,432,3,1927.88,5783.64
158,9179,74,8,778.5,6228.0
159,513,368,8,608.56,4868.48
160,9722,175,6,1578.18,9469.08
161,718,276,1,676.97,676.97
162,14837,228,9,1161.13,10450.170000000002
163,6588,440,8,845.98,6767.84
164,12764,269,7,1273.12,8911.84
165,11049,338,1,245.3,245.3
166,3521,497,1,800.68,800.68
167,9096,344,9,1809.26,16283.34
168,9197,286,1,1952.44,1952.44
169,41,144,1,273.52,273.52
170,8111,444,6,1334.27,8005.62
171,14715,395,1,852.99,852.99
172,5995,381,3,744.47,2233.41
173,3930,103,2,88.78,177.56
174,6052,28,7,269.87,1889.0900000000001
175,14429,450,4,503.9,2015.6
176,3176,499,5,950.57,4752.85
177,14701,335,7,1353.53,9474.71
178,5361,289,2,1129.25,2258.5
179,3332,27,4,888.5,3554.0
180,12546,406,9,1267.66,11408.94
181,9182,30,3,890.04,2670.12
182,5935,84,6,756.9,4541.4
183,13204,344,4,1952.03,7808.12
184,4126,51,8,1696.03,13568.24
185,9298,369,2,249.49,498.98
186,6430,250,5,1349.27,6746.35
187,5998,129,4,1990.68,7962.72
188,355,38,9,1254.84,11293.56
189,9530,103,7,487.59,3413.1299999999997
190,1859,430,6,1357.27,8143.62
191,8727,344,8,413.46,3307.68
192,11259,320,3,1649.29,4947.87
193,13229,65,3,1077.08,3231.24
194,13718,463,3,580.97,1742.91
195,14641,400,1,726.16,726.16
196,6519,261,8,1447.79,11582.32
197,253,389,8,275.31,2202.48
198,10160,278,7,1816.08,12712.56
199,5695,57,3,284.63,853.89
200,13104,115,7,855.53,5988.71
201,7212,459,7,1540.39,10782.730000000001
202,11827,417,7,1576.2,11033.4
203,7358,335,4,239.94,959.76
204,10992,147,5,588.91,2944.5499999999997
205,7887,63,5,733.26,3666.3
206,13181,488,4,1835.2,7340.8
207,6697,234,1,950.15,950.15
208,7632,175,2,1805.09,3610.18
209,12955,219,2,1720.01,3440.02
210,12768,19,5,125.11,625.55
211,2658,375,3,1411.97,4235.91
212,14393,41,2,1766.47,3532.94
213,11434,200,5,764.35,3821.75
214,4876,475,2,994.62,1989.24
215,9682,347,3,509.09,1527.27
216,13138,293,9,1068.81,9619.289999999999
217,4668,365,7,739.12,5173.84
218,14912,139,9,1450.51,13054.59
219,8964,459,7,513.11,3591.77
220,5602,120,4,1045.62,4182.48
221,11687,302,6,963.64,5781.84
222,7571,321,1,836.59,836.59
223,10091,50,1,538.49,538.49
224,7085,493,3,1440.18,4320.54
225,13373,252,5,481.94,2409.7
226,12532,371,6,1807.38,10844.28
227,10655,4,8,1236.41,9891.28
228,7345,449,1,1965.31,1965.31
229,10911,440,1,1839.68,1839.68
230,2602,496,4,333.78,1335.12
231,3092,484,3,1576.23,4728.6900000000005
232,9328,327,1,393.23,393.23
233,724,42,2,1883.63,3767.26
234,10848,482,7,1381.52,9670.64
235,11796,486,1,416.17,416.17
236,1040,329,4,381.18,1524.72
237,2555,253,7,1507.74,10554.18
238,11321,263,8,1255.58,10044.64
239,3347,167,3,309.0,927.0
240,6879,211,3,1029.9,3089.7000000000003
241,11277,320,6,1661.75,9970.5
242,7927,423,8,340.11,2720.88
243,3604,252,1,76.36,76.36
244,2411,272,8,308.52,2468.16
245,3404,185,2,410.69,821.38
246,3505,256,3,1282.73,3848.19
247,1263,119,9,707.8,6370.2
248,5530,18,8,254.3,2034.4
249,10787,71,2,823.12,1646.24
250,13481,382,2,1195.03,2390.06
251,7562,186,1,646.05,646.05
252,4428,409,2,1186.85,2373.7
253,5110,287,6,1827.72,10966.32
254,13592,496,8,833.82,6670.56
255,7369,343,5,1886.09,9430.449999999999
256,9208,241,4,1727.36,6909.44
257,4933,343,4,92.44,369.76
258,7327,161,3,1354.63,4063.8900000000003
259,1462,236,3,713.19,2139.57
260,3386,162,4,546.26,2185.04
261,2146,393,5,1487.51,7437.55
262,5948,275,8,1471.78,11774.24
263,14189,225,7,1391.03,9737.21
264,14347,160,5,124.79,623.95
265,13897,12,4,1206.05,4824.2
266,6358,206,7,1210.94,8476.58
267,6184,333,2,1935.42,3870.84
268,12727,255,7,1570.87,10996.09
269,10671,74,8,753.69,6029.52
270,11228,374,1,1292.48,1292.48
271,445,225,4,1785.6,7142.4
272,1744,375,8,1637.25,13098.0
273,13898,412,7,896.64,6276.48
274,34,341,8,1854.67,14837.36
275,62,149,4,1948.72,7794.88
276,9295,221,8,1549.3,12394.4
277,11218,425,3,392.66,1177.98
278,5293,288,3,1507.26,4521.78
279,6751,271,1,834.94,834.94
280,3589,368,1,526.35,526.35
281,14643,342,1,274.18,274.18
282,353,473,3,248.81,746.4300000000001
283,1082,428,5,836.69,4183.450000000001
284,2171,466,4,1145.55,4582.2
285,1629,420,3,1371.18,4113.54
286,4099,335,6,1739.48,10436.880000000001
287,13578,400,3,332.52,997.56
288,9007,397,4,662.09,2648.36
289,12064,438,6,113.77,682.62
290,3961,371,3,1346.26,4038.7799999999997
291,11312,474,6,94.4,566.4000000000001
292,10139,300,2,140.13,280.26
293,253,10,4,1216.37,4865.48
294,3620,131,6,427.63,2565.7799999999997
295,13400,173,4,1332.82,5331.28
296,4406,236,2,744.69,1489.38
297,532,458,5,555.67,2778.35
298,9859,192,1,1533.02,1533.02
299,197,410,9,1495.56,13460.039999999999
300,5507,495,1,168.38,168.38
301,9128,209,7,1462.68,10238.76
302,3323,133,5,1894.56,9472.8
303,12092,54,3,973.48,2920.44
304,10182,484,3,1087.67,3263.01
305,8655,109,1,709.96,709.96
306,9595,110,6,1539.65,9237.900000000001
307,1734,80,5,1541.05,7705.25
308,8215,57,1,1788.71,1788.71
309,2748,470,8,1460.47,11683.76
310,10014,323,6,1960.03,11760.18
311,3239,327,8,1941.63,15533.04
312,11432,85,1,846.51,846.51
313,9776,432,4,1456.98,5827.92
314,9429,89,9,85.48,769.32
315,813,421,8,802.07,6416.56
316,12325,267,6,846.44,5078.64
317,8598,71,5,1670.69,8353.45
318,3124,150,2,582.04,1164.08
319,14082,332,1,467.34,467.34
320,9230,10,8,951.61,7612.88
321,8722,110,3,492.4,1477.1999999999998
322,7282,83,4,392.13,1568.52
323,9394,106,8,974.44,7795.52
324,13071,208,3,581.43,1744.29
325,6949,183,3,287.31,861.9300000000001
326,12674,320,7,547.99,3835.9300000000003
327,8311,324,5,1507.55,7537.75
328,1899,134,6,262.37,1574.22
329,12116,6,8,235.84,1886.72
330,5450,435,6,846.76,5080.5599999999995
331,11845,18,1,366.65,366.65
332,10272,291,9,805.26,7247.34
333,12226,40,8,1836.24,14689.92
334,4844,113,8,338.0,2704.0
335,13625,411,8,1450.37,11602.96
336,2294,259,7,198.57,1389.99
337,6461,134,1,1566.44,1566.44
338,11013,29,7,1873.5,13114.5
339,4949,237,3,1567.34,4702.0199999999995
340,13104,220,4,1769.81,7079.24
341,12584,220,6,1496.03,8976.18
342,2116,183,5,586.05,2930.25
343,9056,188,3,498.2,1494.6
344,4068,346,6,1804.98,10829.880000000001
345,8248,60,6,111.36,668.16
346,3972,84,3,1103.27,3309.81
347,6801,400,9,705.77,6351.93
348,6196,408,2,1828.74,3657.48
349,2685,205,8,372.66,2981.28
350,7082,160,3,768.46,2305.38
351,9633,427,4,240.23,960.92
352,13270,72,5,1879.33,9396.65
353,1810,62,5,704.91,3524.5499999999997
354,13723,292,1,776.07,776.07
355,12416,244,4,168.78,675.12
356,7119,267,2,249.48,498.96
357,5565,269,8,1868.87,14950.96
358,14361,366,6,1310.48,7862.88
359,61,373,8,1245.04,9960.32
360,3408,499,3,1587.62,4762.86
361,8580,29,8,1278.21,10225.68
362,14976,438,8,545.46,4363.68
363,4767,413,9,1830.48,16474.32
364,14075,185,1,529.79,529.79
365,4896,162,4,1651.34,6605.36
366,664,403,9,598.13,5383.17
367,6459,336,1,546.08,546.08
368,14197,170,7,1181.86,8273.019999999999
369,9820,31,4,313.2,1252.8
370,1227,491,9,780.56,7025.039999999999
371,2248,369,1,1033.73,1033.73
372,2753,374,8,1788.28,14306.24
373,10102,155,1,797.19,797.19
374,2946,379,6,136.35,818.0999999999999
375,14229,307,2,1646.19,3292.38
376,8177,177,9,1251.75,11265.75
377,2684,398,6,1376.59,8259.539999999999
378,6260,221,2,225.41,450.82
379,2003,87,9,395.18,3556.62
380,13994,111,6,1118.02,6708.12
381,7134,476,8,443.32,3546.56
382,1525,102,5,1645.51,8227.55
383,3711,330,8,97.55,780.4
384,2457,218,9,1644.69,14802.210000000001
385,8757,447,1,955.81,955.81
386,9609,87,3,1199.53,3598.59
387,12458,103,8,437.77,3502.16
388,8436,82,9,807.57,7268.13
389,3868,132,4,1171.99,4687.96
390,4005,441,4,362.05,1448.2
391,13373,112,8,810.61,6484.88
392,6048,267,1,1367.48,1367.48
393,11177,427,3,1811.04,5433.12
394,2123,40,8,551.15,4409.2
395,9721,296,9,1530.19,13771.710000000001
396,370,397,7,299.53,2096.71
397,11477,409,1,416.91,416.91
398,2174,7,8,1631.3,13050.4
399,9368,478,3,1731.32,5193.96
400,11841,107,4,1107.28,4429.12
401,10356,6,9,374.73,3372.57
402,6744,41,8,409.82,3278.56
403,11786,224,9,1895.45,17059.05
404,5600,37,4,1132.95,4531.8
405,13148,469,8,658.93,5271.44
406,14898,413,4,1197.82,4791.28
407,13921,371,1,589.55,589.55
408,10815,217,4,1493.24,5972.96
409,1622,498,1,386.45,386.45
410,4289,74,6,580.89,3485.34
411,355,19,2,1451.63,2903.26
412,8250,324,9,147.4,1326.6000000000001
413,14829,316,8,1990.17,15921.36
414,5324,221,6,699.9,4199.4
415,7672,337,9,1410.05,12690.449999999999
416,3374,354,4,211.42,845.68
417,7513,389,8,1156.0,9248.0
418,3356,70,3,1094.67,3284.01
419,12408,230,9,564.24,5078.16
420,5585,99,5,728.26,3641.3
421,2256,452,6,1705.27,10231.619999999999
422,7904,431,6,504.91,3029.46
423,9019,411,1,1394.83,1394.83
424,7661,169,5,927.14,4635.7
425,8964,129,9,1043.87,9394.829999999998
426,13935,80,8,768.86,6150.88
427,5756,89,9,1581.53,14233.77
428,681,40,1,59.33,59.33
429,572,260,3,397.39,1192.17
430,1342,420,2,748.76,1497.52
431,11787,181,7,455.06,3185.42
432,2580,395,6,1114.59,6687.539999999999
433,4231,314,2,1395.71,2791.42
434,351,274,4,1197.55,4790.2
435,12862,119,8,1011.24,8089.92
436,5751,242,6,1398.38,8390.28
437,14144,279,4,1781.99,7127.96
438,2692,364,6,1390.37,8342.22
439,4296,69,5,1352.68,6763.400000000001
440,6387,231,1,1855.09,1855.09
441,13454,111,5,1918.81,9594.05
442,3321,81,8,453.42,3627.36
443,11094,176,3,690.45,2071.3500000000004
444,7831,425,7,73.07,511.48999999999995
445,1881,13,8,742.13,5937.04
446,5924,68,6,1462.26,8773.56
447,9205,186,4,1952.36,7809.44
448,5617,491,1,75.91,75.91
449,10330,222,1,274.82,274.82
450,10008,430,9,1074.32,9668.88
451,14930,399,7,262.43,1837.01
452,5141,72,1,147.61,147.61
453,7231,326,8,915.16,7321.28
454,12591,196,2,1451.78,2903.56
455,4421,218,5,703.78,3518.8999999999996
456,13071,248,6,449.1,2694.6000000000004
457,10143,345,7,724.31,5070.17
458,1754,277,7,304.22,2129.54
459,14596,285,1,742.56,742.56
460,7039,458,5,1011.85,5059.25
461,11908,440,8,193.67,1549.36
462,1196,84,5,1119.77,5598.85
463,626,170,4,1042.92,4171.68
464,8637,84,8,851.3,6810.4
465,7359,345,4,1262.64,5050.56
466,8275,391,4,1871.0,7484.0
467,154,133,9,684.8,6163.2
468,8626,263,3,309.25,927.75
469,4513,47,9,1492.13,13429.170000000002
470,8068,478,7,537.86,3765.02
471,11961,156,5,1462.87,7314.349999999999
472,7407,465,1,590.39,590.39
473,5950,283,4,274.0,1096.0
474,14438,466,6,1999.71,11998.26
475,10072,84,1,1083.89,1083.89
476,14303,442,5,1499.96,7499.8
477,4258,386,9,814.02,7326.18
478,8834,237,6,1820.42,10922.52
479,4395,150,4,1662.97,6651.88
480,2376,18,7,1668.53,11679.71
481,9649,328,4,1606.31,6425.24
482,8725,395,3,1186.09,3558.2699999999995
483,7820,23,3,989.74,2969.2200000000003
484,14884,287,9,1321.82,11896.38
485,7035,383,8,585.44,4683.52
486,7937,149,5,1100.52,5502.6
487,3580,154,3,1375.28,4125.84
488,14762,443,8,228.77,1830.16
489,13671,492,4,1524.42,6097.68
490,3633,49,3,972.78,2918.34
491,10364,123,5,1903.49,9517.45
492,8929,344,9,1901.68,17115.12
493,2027,356,6,1694.28,10165.68
494,6317,372,7,877.68,6143.759999999999
495,2569,36,6,1454.43,8726.58
496,13027,81,3,483.54,1450.6200000000001
497,3740,426,3,613.16,1839.48
498,1442,442,2,1175.73,2351.46
499,2208,112,1,1490.75,1490.75
500,9335,239,9,901.21,8110.89
501,961,354,2,1587.93,3175.86
502,9063,398,4,1291.93,5167.72
503,89,411,3,667.24,2001.72
504,4788,311,4,596.55,2386.2
505,11594,177,4,1588.28,6353.12
506,10690,117,5,634.62,3173.1
507,10372,409,1,465.33,465.33
508,9808,200,7,1472.29,10306.029999999999
509,2111,72,6,176.28,1057.68
510,10024,174,5,462.9,2314.5
511,108,101,2,1704.59,3409.18
512,8005,468,4,1108.34,4433.36
513,9912,298,9,1109.32,9983.88
514,3735,381,4,1723.16,6892.64
515,9812,82,9,1634.21,14707.89
516,5507,448,6,1582.13,9492.78
517,3456,33,4,742.93,2971.72
518,6465,450,6,436.39,2618.34
519,1006,39,5,1114.82,5574.099999999999
520,14206,390,7,1132.08,7924.5599999999995
521,307,391,5,140.32,701.5999999999999
522,12569,303,8,869.0,6952.0
523,8400,106,1,1097.76,1097.76
524,13097,430,4,998.39,3993.56
525,14853,67,4,1966.32,7865.28
526,8932,309,2,463.27,926.54
527,13958,419,9,356.98,3212.82
528,3660,105,7,1770.37,12392.59
529,9111,479,1,1875.51,1875.51
530,10862,319,7,1727.97,12095.79
531,12454,488,6,1804.88,10829.28
532,2949,423,1,1021.57,1021.57
533,13373,374,6,1778.49,10670.94
534,2690,142,9,1019.55,9175.949999999999
535,2051,484,2,806.54,1613.08
536,14313,276,4,401.16,1604.64
537,647,402,8,1538.88,12311.04
538,6490,348,7,1204.15,8429.050000000001
539,1484,123,4,761.35,3045.4
540,2482,111,8,106.8,854.4
541,956,294,9,1358.23,12224.07
542,5057,166,6,1417.84,8507.039999999999
543,705,98,6,201.67,1210.02
544,14689,151,1,1164.53,1164.53
545,14398,189,3,796.82,2390.46
546,11509,186,6,1331.32,7987.92
547,8700,288,7,736.39,5154.73
548,2101,79,6,1469.66,8817.960000000001
549,5641,372,4,306.06,1224.24
550,13953,221,4,570.51,2282.04
551,4495,486,7,1332.82,9329.74
552,14169,395,7,1632.67,11428.69
553,5228,112,1,1544.35,1544.35
554,13092,208,7,925.84,6480.88
555,10634,380,1,639.14,639.14
556,11639,44,4,866.76,3467.04
557,5682,230,1,918.08,918.08
558,14835,295,5,275.05,1375.25
559,6868,44,9,458.57,4127.13
560,8261,371,4,470.31,1881.24
561,2524,479,9,578.82,5209.38
562,12386,69,4,1025.2,4100.8
563,1639,373,2,526.12,1052.24
564,3942,4,6,1770.51,10623.06
565,8208,474,8,1835.18,14681.44
566,5199,366,7,1973.74,13816.18
567,7913,124,3,372.91,1118.73
568,9959,458,2,1463.01,2926.02
569,3370,219,7,1767.22,12370.54
570,6554,263,6,173.75,1042.5
571,3742,197,3,1652.77,4958.3099999999995
572,10179,355,2,1198.73,2397.46
573,1235,52,6,638.96,3833.76
574,184,162,5,1192.13,5960.650000000001
575,1944,284,2,1097.92,2195.84
576,14531,483,3,1529.14,4587.42
577,40,5,8,440.46,3523.68
578,8895,143,8,460.07,3680.56
579,6597,417,3,216.79,650.37
580,9531,476,3,1190.76,3572.2799999999997
581,3040,48,8,1465.67,11725.36
582,6205,28,9,1016.97,9152.73
583,9908,340,6,1118.85,6713.099999999999
584,10719,28,4,636.64,2546.56
585,8012,373,3,927.88,2783.64
586,12011,79,3,1735.79,5207.37
587,2084,213,6,1727.27,10363.619999999999
588,9444,376,2,1664.1,3328.2
589,8735,419,8,290.15,2321.2
590,7905,320,6,1947.72,11686.32
591,5243,105,6,211.59,1269.54
592,2311,452,6,1941.06,11646.36
593,10363,27,6,1394.83,8368.98
594,2266,429,9,1801.14,16210.26
595,5466,10,7,1454.37,10180.59
596,8468,270,1,1581.62,1581.62
597,5025,175,3,1829.61,5488.83
598,11731,77,5,1846.97,9234.85
599,13201,181,2,560.68,1121.36
600,5605,322,3,1999.34,5998.0199999999995
601,10246,434,3,1183.84,3551.5199999999995
602,6267,299,2,1825.4,3650.8
603,9302,425,1,658.98,658.98
604,9958,297,6,774.0,4644.0
605,11345,303,4,537.19,2148.76
606,7060,45,7,1782.94,12480.58
607,362,498,5,1364.72,6823.6
608,7594,93,7,153.61,1075.27
609,10943,65,6,668.96,4013.76
610,7935,17,9,253.36,2280.2400000000002
611,12329,172,8,826.91,6615.28
612,5850,57,6,1736.26,10417.56
613,5468,476,8,869.08,6952.64
614,4210,245,9,134.82,1213.3799999999999
615,5997,211,9,683.36,6150.24
616,6344,289,5,1448.26,7241.3
617,13447,63,1,982.12,982.12
618,14535,452,8,1497.14,11977.12
619,8349,251,5,1502.03,7510.15
620,5443,499,4,1628.13,6512.52
621,6032,181,6,1607.62,9645.72
622,1535,410,7,1362.43,9537.01
623,850,344,9,1192.61,10733.49
624,12332,327,8,217.96,1743.68
625,14029,427,3,420.7,1262.1
626,12063,181,6,1721.12,10326.72
627,6467,90,7,1677.71,11743.970000000001
628,8414,208,5,1090.93,5454.650000000001
629,10499,14,6,1620.47,9722.82
630,8794,435,7,602.48,4217.360000000001
631,12903,381,6,95.7,574.2
632,9186,421,4,793.16,3172.64
633,10957,204,9,1710.58,15395.22
634,9479,301,6,140.8,844.8000000000001
635,4075,379,7,252.36,1766.52
636,4123,395,4,750.83,3003.32
637,9223,321,3,733.29,2199.87
638,13576,419,3,1077.92,3233.76
639,2404,416,2,1057.12,2114.24
640,6698,178,7,122.23,855.61
641,13533,33,3,1111.62,3334.8599999999997
642,3925,325,4,279.02,1116.08
643,5274,289,5,1425.02,7125.1
644,14909,322,1,1886.5,1886.5
645,8468,289,8,1992.85,15942.8
646,8413,250,1,914.7,914.7
647,13903,408,6,1313.66,7881.960000000001
648,7255,232,2,1091.23,2182.46
649,7759,141,2,395.44,790.88
650,8243,481,9,974.37,8769.33
651,9034,263,3,1888.6,5665.799999999999
652,8066,35,2,1060.2,2120.4
653,12528,275,1,1615.38,1615.38
654,11636,98,3,1183.93,3551.79
655,8320,162,6,1002.76,6016.5599999999995
656,11038,410,7,185.06,1295.42
657,2277,454,9,1886.43,16977.87
658,1371,53,2,311.84,623.68
659,3985,182,2,1468.38,2936.76
660,6339,218,1,632.29,632.29
661,12232,99,7,659.56,4616.92
662,8293,407,3,1053.86,3161.58
663,7473,191,8,957.16,7657.28
664,11268,219,4,217.78,871.12
665,12248,266,4,367.64,1470.56
666,4808,292,8,1856.03,14848.24
667,4258,478,3,882.17,2646.5099999999998
668,7408,482,3,798.93,2396.79
669,4489,103,6,1044.9,6269.400000000001
670,5306,417,5,500.16,2500.8
671,1105,457,1,226.41,226.41
672,12184,443,5,1799.4,8997.0
673,5816,321,4,317.38,1269.52
674,13037,127,5,1284.22,6421.1
675,9942,161,2,1413.82,2827.64
676,10321,375,3,67.33,201.99
677,11999,71,2,1484.02,2968.04
678,14013,457,5,1967.78,9838.9
679,201,189,7,1703.97,11927.79
680,12239,400,1,825.42,825.42
681,8895,222,5,78.1,390.5
682,12970,210,8,1823.8,14590.4
683,883,192,5,1671.7,8358.5
684,14558,188,2,1882.17,3764.34
685,6161,472,4,1969.47,7877.88
686,11975,115,8,495.73,3965.84
687,4334,14,1,584.16,584.16
688,6893,430,5,805.13,4025.65
689,6490,477,8,216.65,1733.2
690,9461,421,8,1928.49,15427.92
691,10690,486,9,1505.66,13550.94
692,9520,211,7,140.02,980.1400000000001
693,13425,390,1,1379.02,1379.02
694,7622,69,6,313.11,1878.66
695,2465,267,7,1579.89,11059.230000000001
696,5926,199,5,1334.79,6673.95
697,12545,138,2,1134.1,2268.2
698,2103,146,4,703.64,2814.56
699,14775,360,5,1415.34,7076.7
700,9354,481,4,611.54,2446.16
701,5492,207,5,92.66,463.29999999999995
702,9823,123,3,1835.22,5505.66
703,3197,203,7,266.95,1868.6499999999999
704,8216,82,9,1574.15,14167.35
705,92,221,3,773.91,2321.73
706,8688,387,8,938.09,7504.72
707,3436,30,4,543.43,2173.72
708,2611,307,5,317.83,1589.1499999999999
709,7038,397,6,143.62,861.72
710,12206,90,5,81.55,407.75
711,10952,403,7,1181.36,8269.519999999999
712,3731,267,2,1797.94,3595.88
713,14429,69,7,493.38,3453.66
714,12667,25,5,201.25,1006.25
715,10959,93,9,1082.95,9746.550000000001
716,6623,278,7,1022.06,7154.42
717,13317,173,7,1479.44,10356.08
718,4529,217,3,433.97,1301.91
719,9308,416,6,1730.77,10384.619999999999
720,311,163,6,181.38,1088.28
721,2094,313,3,1066.67,3200.01
722,7311,180,1,1305.98,1305.98
723,13050,55,4,508.47,2033.88
724,13768,192,9,152.66,1373.94
725,4068,465,9,225.91,2033.19
726,2272,90,3,1766.28,5298.84
727,6311,131,8,51.39,411.12
728,5095,36,3,575.57,1726.71
729,12694,60,3,1959.57,5878.71
730,10558,120,6,789.4,4736.4
731,9413,481,6,286.44,1718.6399999999999
732,10058,415,2,160.63,321.26
733,4084,263,7,1877.63,13143.41
734,13221,84,7,1766.33,12364.31
735,8855,238,3,215.61,646.83
736,14048,363,7,1195.45,8368.15
737,5848,83,7,1261.29,8829.029999999999
738,10116,301,9,1416.18,12745.62
739,13301,40,1,323.75,323.75
740,11563,325,3,396.63,1189.8899999999999
741,1062,374,9,1882.27,16940.43
